Tên_mặt_hàng,Đơn_vị_tính,Loại_giá,Loại_tiền,Ngày,Giá
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-03-28,48316.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-03-29,47916.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-03-30,47766.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-03-31,48066.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-03,48566.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-04,48966.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-05,49466.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-06,49766.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-07,49566.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-10,49766.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-11,50166.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-12,50516.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-13,50666.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-14,50266.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-17,50116.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-18,50416.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-19,50766.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-20,50716.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-21,50666.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-24,51066.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-25,51366.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-26,51316.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-27,51216.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-04-28,51166.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-01,51166.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-02,51266.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-03,51816.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-04,52066.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-05,52716.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-08,53516.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-09,53466.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-10,53716.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-11,53466.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-12,54016.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-15,55566.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-16,56066.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-17,56666.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-18,57000.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2023-05-19,57500.0
